forecast_made_on,ds,yhat,yhat_lower,yhat_upper
2017-06-04,2017-06-17,13.93783860145985,13.797784207298735,14.078154057146818
2017-06-04,2017-06-18,14.025853383120495,13.892360200374872,14.18370942472011
2017-06-04,2017-06-19,13.766774754542707,13.616064751011093,13.904654058554756
2017-06-04,2017-06-20,13.692061329054,13.562822292773802,13.830606198895019
2017-06-04,2017-06-21,13.733038764196275,13.589768427031444,13.889780029378347
2017-06-04,2017-06-22,13.601964191555,13.456625084020633,13.747247595634969
2017-06-04,2017-06-23,13.709949226099308,13.55752096199471,13.842098983560925
2017-06-04,2017-06-24,13.943302636944907,13.80219908547174,14.084395976656612
2017-06-04,2017-06-25,14.031865144667522,13.884670023507356,14.174223145374908
2017-06-04,2017-06-26,13.774583496474072,13.62338969906138,13.928024300004774
2017-06-04,2017-06-27,13.70135931021062,13.559127312268608,13.837737491935435
2017-06-04,2017-06-28,13.745348915766275,13.598534471159047,13.896289514042417
2017-06-04,2017-06-29,13.615768088573265,13.487759666563743,13.772184420682038
2017-06-04,2017-06-30,13.722414084048198,13.571722715034928,13.864164515345694
2017-06-04,2017-07-01,13.95962800673589,13.816704631101528,14.095932581851066
2017-06-04,2017-07-02,14.05004345172352,13.911947953444512,14.191121186518359
2017-06-05,2017-06-06,13.606021110179983,13.460679381363976,13.750190807159855
2017-06-05,2017-06-07,13.646551842182545,13.50329671528996,13.78834573709021
2017-06-05,2017-06-08,13.51602239030262,13.36767746579821,13.661775632187117
2017-06-05,2017-06-09,13.62368970690253,13.484714152506163,13.775874537554312
2017-06-05,2017-06-10,13.859677188460418,13.71229221983221,13.995711058996525
2017-06-05,2017-06-11,13.945035153553839,13.796397440733081,14.095110421059177
2017-06-05,2017-06-12,13.687344072276005,13.532869820459178,13.830897439293448
2017-06-05,2017-06-13,13.613254742995837,13.47167140614899,13.768779321743521
2017-06-05,2017-06-14,13.654847157048565,13.505479763698157,13.788514779506675
2017-06-05,2017-06-15,13.527486843714653,13.380079817141034,13.66563653594855
2017-06-05,2017-06-16,13.628708590650374,13.485421742177461,13.771901066930011
2017-06-05,2017-06-17,13.864849110386453,13.724717737301184,14.004157030088328
2017-06-05,2017-06-18,13.952939159921288,13.817802649434183,14.102499217594861
2017-06-05,2017-06-19,13.692971643202993,13.553601585462154,13.832785620604712
2017-06-05,2017-06-20,13.618167091192241,13.473945487279762,13.759198195214589
2017-06-05,2017-06-21,13.659179355475032,13.524359402007613,13.79797641726164
2017-06-05,2017-06-22,13.528164942840192,13.385148839429185,13.670638541945003
2017-06-05,2017-06-23,13.636238701662606,13.495997539141717,13.788864115658635
2017-06-05,2017-06-24,13.869543313035164,13.730971843556684,14.016659241954308
2017-06-05,2017-06-25,13.958161399322057,13.811319806932561,14.112763315984235
2017-06-05,2017-06-26,13.701137612128266,13.559880792713784,13.84398348882894
2017-06-05,2017-06-27,13.627829241551467,13.4895281353687,13.777642984171905
2017-06-05,2017-06-28,13.671897744452714,13.530092930383685,13.809986518818388
2017-06-05,2017-06-29,13.54238852080163,13.39051182713662,13.687987617131562
2017-06-05,2017-06-30,13.649071834088991,13.50315131510026,13.796699257819116
2017-06-05,2017-07-01,13.886306316586792,13.74306530465186,14.03852689281869
2017-06-05,2017-07-02,13.976802555691348,13.832871555385834,14.138718407340452
2017-06-05,2017-07-03,13.720498236533288,13.559333481924947,13.862401004668786
2017-06-06,2017-06-07,13.628548139541744,13.487026550556523,13.763254009691037
2017-06-06,2017-06-08,13.49799465691492,13.347632179709755,13.641782095751033
2017-06-06,2017-06-09,13.605571796424812,13.462033598397309,13.74818920307669
2017-06-06,2017-06-10,13.841456003508215,13.70428970461375,13.975042745082938
2017-06-06,2017-06-11,13.926744573869264,13.77866394914864,14.060564968324831
2017-06-06,2017-06-12,13.669006164120796,13.528064798581413,13.806030110204796
2017-06-06,2017-06-13,13.595272731214012,13.454324514228066,13.743542042218076
2017-06-06,2017-06-14,13.636726370267132,13.485181798254839,13.779456172662224
2017-06-06,2017-06-15,13.509410837210789,13.37544625376859,13.658890658890048
2017-06-06,2017-06-16,13.610443768029487,13.473739991029863,13.750932783430605
2017-06-06,2017-06-17,13.846468152417458,13.707982816564352,13.987385805120477
2017-06-06,2017-06-18,13.934480931736395,13.794898820307264,14.082534107281436
2017-06-06,2017-06-19,13.674464943175982,13.519120894283303,13.818929371327329
2017-06-06,2017-06-20,13.59933671068515,13.46205501313628,13.743303067937315
2017-06-06,2017-06-21,13.640216109370247,13.493004523385672,13.767871570538382
2017-06-06,2017-06-22,13.509163971769645,13.364892567538373,13.656890842746922
2017-06-06,2017-06-23,13.617144157125663,13.463261723952597,13.761826756295784
2017-06-06,2017-06-24,13.85034591732105,13.695323969556455,13.985361913796904
2017-06-06,2017-06-25,13.938896883814714,13.792087069504948,14.08677517918112
2017-06-06,2017-06-26,13.68183082614034,13.536384406765997,13.826656627694836
2017-06-06,2017-06-27,13.608469561638476,13.460082566860843,13.75839375774096
2017-06-06,2017-06-28,13.65241370822979,13.515244120257078,13.797543169152995
2017-06-06,2017-06-29,13.522874841507523,13.380999557558724,13.659669024587046
2017-06-06,2017-06-30,13.629472467040042,13.48794049866847,13.773200582390526
2017-06-06,2017-07-01,13.866608120354542,13.71459622469802,14.00695822493241
2017-06-06,2017-07-02,13.95704030906916,13.798188811921836,14.098831705520384
2017-06-06,2017-07-03,13.700695399359624,13.548114621002494,13.836448727570486
2017-06-06,2017-07-04,13.628210542647244,13.477180778926837,13.770763973955622
2017-06-07,2017-06-08,13.505449021357988,13.35409197581957,13.639235770282129
2017-06-07,2017-06-09,13.613231130793727,13.477094370437728,13.76554523166964
2017-06-07,2017-06-10,13.849337053155018,13.71147243587384,13.99152258690556
2017-06-07,2017-06-11,13.934627648213207,13.794122023396783,14.07669301297089
2017-06-07,2017-06-12,13.676842743620467,13.514557284458089,13.816815098605781
2017-06-07,2017-06-13,13.603229796064767,13.463650705440282,13.755805738671404
2017-06-07,2017-06-14,13.644694913721159,13.5034406680443,13.787866406974313
2017-06-07,2017-06-15,13.517606458113546,13.366881869903173,13.654911580704708
2017-06-07,2017-06-16,13.618591265384966,13.488496213232306,13.762677208493685
2017-06-07,2017-06-17,13.854816282905023,13.71669673545074,14.000640403916217
2017-06-07,2017-06-18,13.942892333714026,13.799859589279261,14.085947826200265
2017-06-07,2017-06-19,13.682828361108713,13.546020252869209,13.835043482101737
2017-06-07,2017-06-20,13.607800720174268,13.463277459570593,13.748082911589318
2017-06-07,2017-06-21,13.648912780853236,13.510376969895885,13.796852116601492
2017-06-07,2017-06-22,13.517879508955604,13.377430166288358,13.668427106791905
2017-06-07,2017-06-23,13.626069101993506,13.485382108660191,13.771672193328083
2017-06-07,2017-06-24,13.859399799711447,13.717260705602564,14.001458980153233
2017-06-07,2017-06-25,13.94801017699503,13.804729448024881,14.084336405002533
2017-06-07,2017-06-26,13.690941337261068,13.543661376997072,13.84929923307476
2017-06-07,2017-06-27,13.61769778435018,13.48051545931463,13.754055680422468
2017-06-07,2017-06-28,13.661822955860183,13.517535181182447,13.806506980699078
2017-06-07,2017-06-29,13.532310676244304,13.383828642086241,13.684297045707204
2017-06-07,2017-06-30,13.639064916086776,13.49082376584528,13.781964232773792
2017-06-07,2017-07-01,13.876384306953934,13.726073319975043,14.026870080692394
2017-06-07,2017-07-02,13.966888275890879,13.819603524568361,14.11100398742934
2017-06-07,2017-07-03,13.710529281635432,13.568220389606397,13.857948092449003
2017-06-07,2017-07-04,13.638154615126338,13.491150523087967,13.774224954961683
2017-06-07,2017-07-05,13.68218515451839,13.535181847678558,13.839679996733746
2017-06-08,2017-06-09,13.57533441788385,13.433752492321956,13.711357308763487
2017-06-08,2017-06-10,13.811345552356551,13.66874910865564,13.943497357045024
2017-06-08,2017-06-11,13.89677212008542,13.764255836136915,14.045608162223834
2017-06-08,2017-06-12,13.639159862817845,13.494398550527325,13.77696191904432
2017-06-08,2017-06-13,13.56555859401278,13.424322325873463,13.707629192713654
2017-06-08,2017-06-14,13.607076650146501,13.472547829242721,13.754715807051724
2017-06-08,2017-06-15,13.481170673562133,13.334663798151741,13.618656087725352
2017-06-08,2017-06-16,13.581910757806433,13.443051904983168,13.723995770460894
2017-06-08,2017-06-17,13.818147393137593,13.679755439557777,13.964260019336873
2017-06-08,2017-06-18,13.906323125506752,13.764649594211614,14.044770717927662
2017-06-08,2017-06-19,13.646468817851826,13.510838185469531,13.793854672399924
2017-06-08,2017-06-20,13.571510768239191,13.427262279192934,13.711679296708024
2017-06-08,2017-06-21,13.612713543942322,13.46503410657255,13.745244973200917
2017-06-08,2017-06-22,13.480962842997693,13.35066467170022,13.623778369431298
2017-06-08,2017-06-23,13.589403954246462,13.447530444780707,13.730573689467876
2017-06-08,2017-06-24,13.822837250214151,13.67007123121214,13.97133267586807
2017-06-08,2017-06-25,13.91155108533684,13.765676694121636,14.059538826320491
2017-06-08,2017-06-26,13.654640643095654,13.515012312756303,13.790196105939541
2017-06-08,2017-06-27,13.581433883711723,13.444016540886562,13.73248095553114
2017-06-08,2017-06-28,13.6255737264641,13.477342359523945,13.76188325634131
2017-06-08,2017-06-29,13.49583649895919,13.357376092494937,13.64083800212469
2017-06-08,2017-06-30,13.602892956616179,13.456079964427486,13.74137232752279
2017-06-08,2017-07-01,13.840207239112507,13.691462574424879,13.980743206175816
2017-06-08,2017-07-02,13.930765755455706,13.791490591703205,14.07658479303617
2017-06-08,2017-07-03,13.67454840713081,13.53899452299639,13.828999316691545
2017-06-08,2017-07-04,13.602186680721577,13.462701099748,13.747698653592327
2017-06-08,2017-07-05,13.646232789379173,13.498627923076846,13.798626848327562
2017-06-08,2017-07-06,13.516942064686468,13.371346971872667,13.66243428008741
2017-06-09,2017-06-10,13.85419661995533,13.712564457458003,13.994474565404857
2017-06-09,2017-06-11,13.939604022400156,13.797358790965394,14.080922869909339
2017-06-09,2017-06-12,13.682026798572393,13.545589447266941,13.828798584408375
2017-06-09,2017-06-13,13.608504799417823,13.476641539218045,13.746561249240225
2017-06-09,2017-06-14,13.650005192559217,13.506362414310045,13.789405874857913
2017-06-09,2017-06-15,13.524310206061998,13.381307382757978,13.669330895734552
2017-06-09,2017-06-16,13.623677061761033,13.47501682963662,13.762792649275653
2017-06-09,2017-06-17,13.85998493803898,13.718904582382164,14.004149482486524
2017-06-09,2017-06-18,13.948213285390835,13.808613643948695,14.096157676852748
2017-06-09,2017-06-19,13.68840112367298,13.546040305548672,13.835097887605677
2017-06-09,2017-06-20,13.613512907450302,13.466237519634003,13.7585373900189
2017-06-09,2017-06-21,13.65470192493013,13.507902700890568,13.785513110310983
2017-06-09,2017-06-22,13.522977057937338,13.375586904381601,13.656826341191945
2017-06-09,2017-06-23,13.63194908557498,13.498149692490143,13.768855741613727
2017-06-09,2017-06-24,13.865396936630303,13.716216079114963,14.006837458662687
2017-06-09,2017-06-25,13.954154923243205,13.806041455169158,14.091965518971312
2017-06-09,2017-06-26,13.697300568535002,13.550131624843539,13.842885678424455
2017-06-09,2017-06-27,13.624165230960502,13.48584330686052,13.772460465462332
2017-06-09,2017-06-28,13.668321908002376,13.524724067123891,13.812468551851078
2017-06-09,2017-06-29,13.538602736714697,13.39698885361011,13.691797789557716
2017-06-09,2017-06-30,13.645474732833472,13.509379186889012,13.78175381852015
2017-06-09,2017-07-01,13.882842232042806,13.731939222043273,14.022393467254908
2017-06-09,2017-07-02,13.973437046207037,13.831114959282596,14.126073085207322
2017-06-09,2017-07-03,13.717242235271076,13.57328775564441,13.85696145844871
2017-06-09,2017-07-04,13.644922887670305,13.504534185259368,13.806944723976843
2017-06-09,2017-07-05,13.688938764472057,13.551597058837437,13.840185400606357
2017-06-09,2017-07-06,13.559635273453198,13.40846901244211,13.696463459977739
2017-06-09,2017-07-07,13.668934997596562,13.529397743313133,13.821154662890901
2017-06-10,2017-06-11,13.992368339298727,13.851122350864554,14.126802398537041
2017-06-10,2017-06-12,13.734767160074446,13.596617401487817,13.881561760692655
2017-06-10,2017-06-13,13.661305805819147,13.519407163666703,13.800010621199341
2017-06-10,2017-06-14,13.702856451368625,13.560078233946477,13.85742631008828
2017-06-10,2017-06-15,13.577322464359359,13.427696932844555,13.723085892064619
2017-06-10,2017-06-16,13.676585960541082,13.5362402388001,13.827981330814746
2017-06-10,2017-06-17,13.911278237976912,13.765579660369763,14.071017072022416
2017-06-10,2017-06-18,14.000061607265417,13.861518748046969,14.14766801698551
2017-06-10,2017-06-19,13.74030134281306,13.60428612848023,13.885911963818868
2017-06-10,2017-06-20,13.66553414506842,13.518816864345956,13.807424893152389
2017-06-10,2017-06-21,13.706826862809665,13.559997820278676,13.840854538561507
2017-06-10,2017-06-22,13.575163571084948,13.438685135741668,13.717818743079098
2017-06-10,2017-06-23,13.684277360451514,13.536479584158544,13.817328906920789
2017-06-10,2017-06-24,13.918139918814244,13.77869800644645,14.069137247847896
2017-06-10,2017-06-25,14.007476904979125,13.854703785892093,14.152814297817846
2017-06-10,2017-06-26,13.750728942388445,13.60503050684826,13.892243843056798
2017-06-10,2017-06-27,13.677729820223641,13.529813461920345,13.823855350361063
2017-06-10,2017-06-28,13.722004070544216,13.586759818983447,13.864032806967677
2017-06-10,2017-06-29,13.592341242547892,13.455606900066655,13.7364912797907
2017-06-10,2017-06-30,13.699270869131956,13.551983944510464,13.842179293871938
2017-06-10,2017-07-01,13.936244541218622,13.799241582609028,14.081019639806037
2017-06-10,2017-07-02,14.02737330457694,13.884727607161663,14.1650652207722
2017-06-10,2017-07-03,13.771216839446442,13.6279265419501,13.91043555222502
2017-06-10,2017-07-04,13.698962334141438,13.555916421373539,13.837511641538853
2017-06-10,2017-07-05,13.743008494768123,13.601612825480787,13.891296773370621
2017-06-10,2017-07-06,13.6136804540429,13.471400006568677,13.759543554045514
2017-06-10,2017-07-07,13.72298491173332,13.575903619263991,13.868462476665366
2017-06-10,2017-07-08,13.960304897983276,13.814678554473073,14.099867167803861
2017-06-11,2017-06-12,13.740768707688263,13.59776720138953,13.886595119316485
2017-06-11,2017-06-13,13.667307269483254,13.51952488482857,13.814334190269411
2017-06-11,2017-06-14,13.708975001952762,13.558012383287343,13.851353243656135
2017-06-11,2017-06-15,13.583800453641764,13.440643148321085,13.735319463128665
2017-06-11,2017-06-16,13.682997965260205,13.538199467339712,13.818736571973272
2017-06-11,2017-06-17,13.917814126140016,13.768839257506682,14.070570313748082
2017-06-11,2017-06-18,14.00646790923107,13.852835041461331,14.147423966499463
2017-06-11,2017-06-19,13.74697670445035,13.601921040714451,13.875585195836491
2017-06-11,2017-06-20,13.672296575728788,13.528328801863077,13.814390661807845
2017-06-11,2017-06-21,13.713765741211096,13.56002689955406,13.855682902476481
2017-06-11,2017-06-22,13.582210886862997,13.437834073366227,13.729603815600532
2017-06-11,2017-06-23,13.691154588325103,13.544488299152738,13.833717484654583
2017-06-11,2017-06-24,13.925506181353303,13.793721588288422,14.068998209832962
2017-06-11,2017-06-25,14.014905740528167,13.87762951465212,14.144496855986977
2017-06-11,2017-06-26,13.758174797728987,13.622703468271485,13.910222290134406
2017-06-11,2017-06-27,13.685176758166456,13.53640305934511,13.826216145078982
2017-06-11,2017-06-28,13.729407650516144,13.598946442379178,13.864076768058181
2017-06-11,2017-06-29,13.599777795330526,13.45372269209371,13.740981412473538
2017-06-11,2017-06-30,13.706981612008917,13.565666270376513,13.845122029263297
2017-06-11,2017-07-01,13.94424330153251,13.79203023439711,14.088923790411586
2017-06-11,2017-07-02,14.03534798134619,13.88633128033777,14.185072698636052
2017-06-11,2017-07-03,13.779330934431826,13.6291642344379,13.913548941478965
2017-06-11,2017-07-04,13.707174135067827,13.570818837652979,13.848108740291552
2017-06-11,2017-07-05,13.751379898430612,13.615092414995855,13.912339242268253
2017-06-11,2017-07-06,13.622197125961126,13.479436757495797,13.765781274798375
2017-06-11,2017-07-07,13.731607396737147,13.583948664550906,13.872272028173882
2017-06-11,2017-07-08,13.969261282767945,13.81983746183668,14.118780926600742
2017-06-11,2017-07-09,14.060866958817353,13.914947065506244,14.211194485134472
2017-06-12,2017-06-13,13.57177792024439,13.427273424124024,13.714285451836751
2017-06-12,2017-06-14,13.613391426308446,13.476268996567251,13.761448865494332
2017-06-12,2017-06-15,13.488380433807457,13.348510385670691,13.633246810131356
2017-06-12,2017-06-16,13.587281203390189,13.43791238760446,13.729929768860842
2017-06-12,2017-06-17,13.821956022321084,13.67774917577515,13.96582332061014
2017-06-12,2017-06-18,13.91081865435956,13.7659950696488,14.058236629942472
2017-06-12,2017-06-19,13.652875795220243,13.51092819128585,13.797368685320189
2017-06-12,2017-06-20,13.578728604306823,13.433818976365927,13.719001195036752
2017-06-12,2017-06-21,13.620186109460908,13.482674365053846,13.765566384010024
2017-06-12,2017-06-22,13.488701691054759,13.344931456383197,13.639126413279829
2017-06-12,2017-06-23,13.597863234871202,13.456451599603279,13.739458056637849
2017-06-12,2017-06-24,13.831855713890512,13.69202252773673,13.976109242245954
2017-06-12,2017-06-25,13.921502941323343,13.784991800001224,14.061977987991977
2017-06-12,2017-06-26,13.663172170959905,13.5238992336689,13.80819941766821
2017-06-12,2017-06-27,13.590800419126621,13.45428532915702,13.73028599115571
2017-06-12,2017-06-28,13.635204242322915,13.503004281159013,13.778583294385687
2017-06-12,2017-06-29,13.505706814721666,13.357341501953737,13.652886843849615
2017-06-12,2017-06-30,13.612783549680275,13.463630437245087,13.76037937376717
2017-06-12,2017-07-01,13.849824165230142,13.714843747318543,14.000210793933919
2017-06-12,2017-07-02,13.941163434253479,13.796798005253343,14.082028708559134
2017-06-12,2017-07-03,13.684708591734468,13.539020276901738,13.827535172568037
2017-06-12,2017-07-04,13.613060847549502,13.47283582559526,13.761532728695288
2017-06-12,2017-07-05,13.657234281624563,13.518860340025581,13.789908350175995
2017-06-12,2017-07-06,13.528042522205205,13.398797784952198,13.673152397552265
2017-06-12,2017-07-07,13.637394727936657,13.489267196166326,13.780133849100675
2017-06-12,2017-07-08,13.874729947644099,13.738727408453121,14.027891188418785
2017-06-12,2017-07-09,13.966520964264362,13.83062189702212,14.116750329228543
2017-06-12,2017-07-10,13.709552159954399,13.562424900024014,13.860874084757203
2017-06-13,2017-06-14,13.611787248246749,13.468430780014877,13.76525510288566
2017-06-13,2017-06-15,13.486548565227977,13.353578009253793,13.619770810243395
2017-06-13,2017-06-16,13.585711870347609,13.444172021717181,13.72253687816266
2017-06-13,2017-06-17,13.820459601020204,13.686350059258718,13.962651162514558
2017-06-13,2017-06-18,13.909254314370258,13.775781221266756,14.059056571891995
2017-06-13,2017-06-19,13.651412988732384,13.51012914416264,13.795403580653561
2017-06-13,2017-06-20,13.576931909843772,13.442625070322771,13.725969880901753
2017-06-13,2017-06-21,13.618810588330456,13.48396529682041,13.763198694734998
2017-06-13,2017-06-22,13.487371380305365,13.34537663300112,13.629469344177386
2017-06-13,2017-06-23,13.596494640388316,13.45832529905719,13.74865427692415
2017-06-13,2017-06-24,13.830771527230734,13.681765750676947,13.961266468168729
2017-06-13,2017-06-25,13.920402309315643,13.77870364857123,14.069218619986287
2017-06-13,2017-06-26,13.662130630620743,13.517003851458472,13.805740788318314
2017-06-13,2017-06-27,13.589412233921077,13.447386491396749,13.716410061892335
2017-06-13,2017-06-28,13.634160535133347,13.488950762309315,13.772550748477464
2017-06-13,2017-06-29,13.504684461580444,13.359348488703674,13.646091670780875
2017-06-13,2017-06-30,13.611911137106679,13.46370842612449,13.750320841895947
2017-06-13,2017-07-01,13.849138609042326,13.707936575216689,13.985727116347926
2017-06-13,2017-07-02,13.94043463245095,13.79547993226385,14.07988788209115
2017-06-13,2017-07-03,13.684000542352925,13.553825491820676,13.842930822439582
2017-06-13,2017-07-04,13.612014783361944,13.467074105178126,13.75684694624825
2017-06-13,2017-07-05,13.656579929430126,13.51555220215178,13.801589105994271
2017-06-13,2017-07-06,13.527413350695038,13.377989319849439,13.658074724736228
2017-06-13,2017-07-07,13.636795813384168,13.490392383570144,13.78025451053948
2017-06-13,2017-07-08,13.874288126723723,13.721331408900513,14.015089169040909
2017-06-13,2017-07-09,13.96597772694295,13.824134957310223,14.100163115357136
2017-06-13,2017-07-10,13.709002678232196,13.560269883552131,13.854368353072388
2017-06-13,2017-07-11,13.637060086232855,13.494550990926435,13.79037254468046
2017-06-14,2017-06-15,13.494986736209391,13.346974172090754,13.637168513223386
2017-06-14,2017-06-16,13.593907607062473,13.4555891826473,13.741210947871119
2017-06-14,2017-06-17,13.828653942111254,13.6861098396398,13.973026859341568
2017-06-14,2017-06-18,13.917524745620979,13.774675440606723,14.055349200288935
2017-06-14,2017-06-19,13.659642134916353,13.518569276958475,13.802865362183796
2017-06-14,2017-06-20,13.585219489043167,13.43323943894643,13.731526872329656
2017-06-14,2017-06-21,13.626702624227194,13.482599702431047,13.773578966371524
2017-06-14,2017-06-22,13.495510081022353,13.36164187901117,13.635448251625716
2017-06-14,2017-06-23,13.604710633729477,13.472613760896714,13.74978530416382
2017-06-14,2017-06-24,13.838899782521557,13.69312706631911,13.98455100978434
2017-06-14,2017-06-25,13.928628215384858,13.77882408720635,14.077634818157001
2017-06-14,2017-06-26,13.670392469176619,13.525186914938061,13.811273197184203
2017-06-14,2017-06-27,13.59777771397705,13.460574209610215,13.751661322755966
2017-06-14,2017-06-28,13.642536728351985,13.49682280058108,13.785264948811738
2017-06-14,2017-06-29,13.513337477389026,13.369294220977451,13.64976638814986
2017-06-14,2017-06-30,13.620506441187867,13.472384660174152,13.7595591660912
2017-06-14,2017-07-01,13.857719098362846,13.718169225849179,13.989389092932843
2017-06-14,2017-07-02,13.949113635193196,13.806159865655639,14.091582785276893
2017-06-14,2017-07-03,13.692702534184798,13.552138908345073,13.834432619439776
2017-06-14,2017-07-04,13.620772771962493,13.475869958528696,13.756575064822604
2017-06-14,2017-07-05,13.665141531612216,13.516735667448403,13.806372425519688
2017-06-14,2017-07-06,13.536189388520967,13.382702743829318,13.684283548509063
2017-06-14,2017-07-07,13.645539720378462,13.506937394726148,13.78419486414336
2017-06-14,2017-07-08,13.882968757988877,13.744338053683546,14.024309070753924
2017-06-14,2017-07-09,13.97472669571029,13.819063486241173,14.112078450853867
2017-06-14,2017-07-10,13.717718781520256,13.574000953744576,13.864255109693799
2017-06-14,2017-07-11,13.645820574142709,13.502690839758355,13.787378241446623
2017-06-14,2017-07-12,13.689155425390574,13.541601353462676,13.830867822692394
2017-06-15,2017-06-16,13.586022010267255,13.4376102729886,13.73014686740547
2017-06-15,2017-06-17,13.82075022975756,13.678546479328961,13.948318273458659
